Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Generator_speed,Yaw_angle,Wind_direction,Gear_box_inlet_temperature,Bearing_temperature,Wheel_hub_temperature,Failure_status
6.16,2.32,40.0,74.28,56.6,-5.68,179.15,50.52,1731.71,17.68,111.71,13.12,70.0,6.36,No_failure
23.81,2.58,12.47,95.29,70.46,26.34,114.97,55.62,1608.25,6.29,14.17,12.13,70.0,7.09,No_failure
10.9,3.23,10.32,77.86,63.36,4.6,123.4,41.37,1409.74,1.59,50.85,10.0,70.0,-10.54,No_failure
5.28,2.17,15.54,76.15,87.35,28.25,89.73,45.45,1318.49,46.73,27.14,10.0,70.0,64.44,No_failure
3.0,3.02,40.0,92.92,75.44,-13.34,285.37,52.3,1725.29,21.06,53.5,10.02,100.0,-3.63,No_failure
17.2,3.5,9.89,74.96,71.74,18.39,147.33,51.33,1489.87,5.79,83.08,18.48,70.0,57.4,No_failure
25.65,2.0,40.0,79.32,57.38,5.01,56.17,48.87,1328.7,60.0,31.56,15.87,100.0,57.41,No_failure
6.92,3.2,1.52,81.35,82.68,-12.3,124.74,42.92,1363.67,60.0,7.46,16.75,70.0,-38.13,No_failure
42.91,1.26,-39.84,56.74,116.51124999999999,1.35,1.07,15.530000000000012,620.4012500000002,130.53,192.84124999999997,21.66,58.81,-65.48,Failure
28.79,2.19,40.0,76.71,59.03,0.2,232.72,39.01,1428.81,50.49,7.06,20.0,100.0,-5.96,No_failure
22.1,2.61,40.0,79.17,58.45,5.04,125.37,52.8,1574.65,23.4,10.81,11.91,100.0,60.24,No_failure
20.17,2.85,14.19,99.18,64.64,2.41,137.92,43.5,1312.98,0.96,1.38,14.37,94.33,-21.8,No_failure
4.42,3.07,40.0,86.17,53.39,19.43,209.22,60.0,1466.96,32.53,40.73,16.2,70.0,48.87,No_failure
19.47,2.0,40.0,84.23,74.61,0.04,67.77,56.87,1800.0,28.89,96.2,17.17,70.0,21.5,No_failure
24.76,2.55,40.0,89.21,75.18,-13.46,300.0,49.63,1269.97,39.37,105.97,15.54,70.0,-40.0,No_failure
30.0,3.05,5.86,79.37,81.92,0.94,92.68,51.19,1679.36,17.99,9.57,16.78,100.0,-35.46,No_failure
9.83,3.33,32.85,80.25,50.87,15.42,115.04,33.04,1318.79,17.67,114.55,17.46,70.0,-26.95,No_failure
17.75,3.05,40.0,95.08,65.29,22.52,144.65,54.04,1775.43,36.46,77.63,17.6,70.0,66.84,No_failure
15.69,3.5,1.21,92.92,74.47,-9.01,84.78,39.27,1317.24,2.03,114.25,13.93,100.0,-2.81,No_failure
38.02,1.26,-43.225,52.26,116.51124999999999,-7.81,15.61,15.530000000000012,620.4012500000002,80.85,192.84124999999997,20.55,25.0,-66.37,Failure
22.98,3.23,32.95,70.85,73.18,21.1,252.82,37.64,1800.0,9.96,14.14,20.0,70.0,4.94,No_failure
6.21,2.82,12.95,74.6,61.98,14.5,147.64,39.46,1361.85,22.76,49.13,20.0,70.0,45.3,No_failure
9.55,2.73,19.59,92.36,74.69,-20.0,283.2,35.78,1347.13,41.89,192.84124999999997,19.54,70.0,-16.29,No_failure
30.0,3.03,24.62,99.11,86.39,15.99,221.78,45.46,1063.34,19.15,110.06,16.16,70.0,80.0,No_failure
19.56,3.06,40.0,80.8,90.0,26.84,243.96,52.33,1504.69,60.0,83.01,13.79,70.0,-40.0,No_failure
15.1,2.82,40.0,75.95,79.61,22.2,164.92,42.78,1254.36,60.0,18.29,13.25,100.0,26.92,No_failure
20.29,3.5,40.0,94.29,60.97,-1.18,158.78,46.17,1496.06,60.0,92.6,18.56,70.0,19.05,No_failure
13.75,2.87,34.27,83.35,77.83,23.06,81.43,45.54,1001.44,1.37,33.47,18.67,100.0,14.96,No_failure
22.52,2.86,13.72,84.74,67.56,15.49,300.0,49.78,1739.12,27.06,81.37,15.5,70.0,-40.0,No_failure
23.5,2.46,7.94,95.56,58.25,40.0,118.19,40.73,1332.22,32.41,39.41,10.07,70.0,-1.9,No_failure
25.48,2.78,5.42,91.99,55.66,-17.6,300.0,55.63,1435.83,19.8,12.11,10.0,96.52,36.33,No_failure
43.15625,1.26,-33.45,48.08,115.52,-18.85,22.28,15.530000000000012,693.42,75.5,192.84124999999997,23.82,25.0,-61.65,Failure
24.68,2.38,11.67,93.45,57.99,-3.06,110.21,48.28,1800.0,15.27,5.24,16.74,100.0,64.94,No_failure
21.81,2.12,24.47,89.31,62.77,30.97,136.61,60.0,1351.15,9.1,53.22,15.55,70.0,25.47,No_failure
19.33,2.75,9.92,74.35,83.58,35.99,142.25,41.63,1299.53,29.99,156.58,10.34,70.0,49.88,No_failure
0.93,4.3,89.935,120.39124999999999,105.41,67.2875,364.1,74.64999999999999,2144.61,96.94,28.5,27.183749999999996,136.92,113.11,Failure
21.51,2.94,15.68,87.76,74.97,19.54,295.99,52.7,1105.46,35.98,104.13,11.98,70.0,40.39,No_failure
39.82,1.26,-31.48,55.19,116.46,-9.14,32.2,15.530000000000012,620.4012500000002,130.53,192.84124999999997,27.183749999999996,55.15,-60.08,Failure
19.64,3.5,5.19,70.39,75.09,-16.54,207.73,47.92,1170.34,25.09,36.79,17.84,70.0,13.57,No_failure
24.32,2.29,26.64,83.31,56.34,-4.77,111.87,38.2,1261.84,3.64,44.37,17.43,100.0,27.19,No_failure
18.73,3.19,40.0,70.8,90.0,15.09,270.19,44.13,1689.72,46.55,32.02,13.14,70.0,3.8,No_failure
15.74,2.57,21.44,79.51,50.0,-13.89,121.2,42.13,1540.79,34.43,66.8,12.38,100.0,11.12,No_failure
3.0,2.96,35.59,70.94,66.75,25.41,160.5,36.89,1462.55,11.09,13.17,14.92,70.0,-40.0,No_failure
39.27,1.26,-38.68,51.52,116.51124999999999,4.88,35.57,15.530000000000012,700.76,130.53,93.34,24.96,25.0,-88.67,Failure
20.35,3.01,16.36,72.0,71.9,35.24,144.78,60.0,1455.81,15.39,86.73,15.35,70.0,62.49,No_failure
1.2,4.3,3.22,120.39124999999999,103.55,64.5,396.97,74.64999999999999,2154.78,130.53,165.52,27.183749999999996,143.46,114.46,Failure
38.9,1.26,-33.42,47.68125000000001,102.81,-19.72,23.21,15.530000000000012,620.4012500000002,130.53,67.99,24.27,43.02,-79.8,Failure
38.61,1.26,-43.225,47.68125000000001,116.51124999999999,-1.18,30.44,15.530000000000012,672.19,130.53,192.74,26.38,25.0,-79.44,Failure
0.1,4.3,89.935,120.39124999999999,116.51124999999999,67.2875,395.23,74.64999999999999,2040.5,92.85,54.62,27.183749999999996,111.82,100.77,Failure
0.65,4.3,60.34,120.39124999999999,116.51124999999999,67.2875,398.45,74.64999999999999,2202.75125,130.53,14.19,27.183749999999996,116.56,114.57,Failure
17.4,3.09,14.92,72.33,82.36,40.0,287.08,39.84,1049.93,60.0,58.71,18.76,70.0,80.0,No_failure
24.3,3.24,24.84,86.41,62.16,17.58,160.47,39.04,1271.46,21.28,68.01,19.17,70.0,80.0,No_failure
9.35,3.5,40.0,90.78,51.97,11.0,143.86,46.8,1193.74,11.54,29.79,17.3,91.39,1.43,No_failure
17.55848958,2.73,5.07,77.38,78.97,29.82,80.75,36.94,1199.4,3.72,38.6,14.95,100.0,5.05,No_failure
3.0,2.62,5.27,87.74,68.61,18.32,56.99,34.33,1458.53,24.79,28.28,15.87,100.0,18.38,No_failure
15.01,2.7,20.46,71.79,55.17,-13.89,289.77,30.0,1556.91,4.13,39.35,17.69,70.0,50.14,No_failure
19.39,2.66,0.22,92.83,63.07,6.03,169.39,31.28,1506.54,60.0,102.43,15.09,70.0,-40.0,No_failure
21.3,2.78,40.0,85.32,76.17,24.35,81.75,50.54,1459.49,60.0,24.13,19.96,70.0,16.69,No_failure
7.33,2.05,40.0,99.53,77.1,27.69,204.62,47.65,1000.0,52.52,22.78,18.03,100.0,22.76,No_failure
12.66,2.46,16.77,89.98,51.14,26.91,140.27,54.13,1614.73,15.71,61.52,17.41,70.0,49.79,No_failure
14.17,2.56,16.19,70.4,59.52,7.64,179.83,44.12,1439.45,2.83,49.93,19.89,100.0,41.46,No_failure
11.25,2.53,20.59,96.98,61.24,5.09,148.27,34.57,1339.58,41.52,84.54,15.59,100.0,30.22,No_failure
21.9,2.74,40.0,80.77,57.46,17.84,193.9,46.8,1334.11,30.83,178.49,20.0,70.0,-40.0,No_failure
13.41,2.78,18.94,88.38,88.97,28.98,228.56,37.45,1412.48,3.73,21.31,16.69,70.0,31.15,No_failure
14.98,3.1,1.72,80.5,68.05,9.34,192.09,45.72,1539.47,60.0,19.46,16.69,100.0,-7.21,No_failure
5.17,2.42,40.0,91.68,81.48,8.39,70.53,44.88,1171.74,60.0,2.57,15.37,70.0,29.69,No_failure
3.0,3.03,40.0,89.4,64.78,8.27,183.46,49.26,1800.0,23.77,33.95,18.77,100.0,20.34,No_failure
23.83,2.62,40.0,73.02,64.09,-8.39,280.77,56.9,1642.06,28.75,189.28,10.0,70.0,38.5,No_failure
11.52,2.31,13.74,86.79,54.47,11.18,213.65,35.24,1430.69,14.66,12.8,17.72,100.0,61.51,No_failure
17.37,2.47,13.24,90.57,61.59,-6.73,161.5,43.33,1617.34,60.0,1.39,13.2,100.0,51.57,No_failure
26.72,2.7,10.91,99.17,73.13,-7.04,105.87,30.0,1057.35,60.0,22.4,12.18,100.0,52.8,No_failure
20.57,3.28,40.0,77.08,50.93,-8.43,140.04,38.3,1088.82,4.05,8.63,15.13,70.0,-6.09,No_failure
17.77,2.4,36.5,91.56,59.93,-0.14,150.47,35.73,1800.0,9.52,56.42,16.75,70.0,51.41,No_failure
26.9,2.86,7.62,70.73,73.99,6.55,96.82,43.26,1401.79,14.95,2.05,17.41,100.0,36.01,No_failure
6.35,3.23,10.59,79.82,75.78,28.22,247.35,51.84,1654.37,51.25,0.72,17.79,91.33,20.94,No_failure
18.0,2.67,10.96,88.26,55.16,13.15,142.19,42.04,1392.17,12.61,109.41,15.21,70.0,17.39,No_failure
11.49,2.0,40.0,91.36,79.71,-9.21,201.63,53.08,1138.71,60.0,10.46,10.1,70.0,57.21,No_failure
14.68,2.84,6.93,81.44,68.0,3.8,277.62,38.64,1468.46,37.8,57.33,20.0,70.0,-20.71,No_failure
22.25,2.17,40.0,81.32,87.44,3.6,73.3,51.42,1360.67,18.54,80.77,13.12,70.0,-6.53,No_failure
27.73,3.08,7.86,93.1,75.95,18.72,57.31,41.18,1434.95,1.69,0.99,17.41,70.0,31.98,No_failure
11.12,2.97,40.0,87.46,68.09,40.0,300.0,49.25,1326.3,60.0,79.89,14.44,100.0,-37.96,No_failure
14.39,2.74,35.91,96.36,80.02,31.24,203.27,42.02,1478.32,40.95,73.87,10.0,100.0,27.19,No_failure
14.47,2.87,40.0,77.0,66.55,-12.6,300.0,52.43,1366.92,32.96,9.18,19.31,70.0,4.18,No_failure
40.33,1.26,-38.2,47.68125000000001,111.07,-3.66,36.14,15.530000000000012,660.49,130.53,10.84,27.183749999999996,25.53,-88.9,Failure
25.01,2.49,40.0,73.79,61.69,8.8,185.36,56.84,1367.07,60.0,192.84124999999997,14.5,100.0,-20.24,No_failure
39.07,1.26,-43.225,47.68125000000001,116.51124999999999,-12.97,27.91,15.530000000000012,620.4012500000002,130.53,26.37,21.42,25.0,-65.0,Failure
25.48,2.5,40.0,87.69,79.51,7.95,235.81,56.76,1606.53,60.0,66.56,17.55,70.0,25.75,No_failure
17.31,2.22,40.0,95.41,51.43,18.17,238.26,48.46,1631.7,60.0,63.46,11.48,70.0,67.63,No_failure
9.66,2.33,9.04,71.57,72.72,0.56,194.72,48.57,1079.75,19.87,46.56,18.49,100.0,0.43,No_failure
40.7,1.26,-30.41,47.68125000000001,116.45,-19.06,22.05,15.530000000000012,620.4012500000002,120.45,24.81,27.183749999999996,43.33,-74.07,Failure
41.36,1.26,-43.225,68.44,107.66,4.38,6.52,22.33,620.4012500000002,125.09,192.84124999999997,21.62,41.09,-50.84,Failure
24.7,3.5,40.0,73.28,75.63,-20.0,202.38,50.15,1500.1,30.65,79.5,13.17,70.0,46.4,No_failure
30.0,3.49,14.92,75.82,72.54,15.9,199.63,53.11,1511.56,27.74,35.49,12.58,70.0,39.74,No_failure
5.54,3.03,40.0,86.42,74.63,-10.06,207.58,49.85,1386.67,60.0,59.66,19.27,70.0,80.0,No_failure
17.95,2.65,6.07,73.2,76.72,-14.92,201.83,38.06,1597.67,60.0,7.27,14.91,81.66,54.1,No_failure
30.0,2.54,5.76,99.64,58.92,10.03,238.66,32.82,1286.7,10.4,9.05,12.59,70.0,49.02,No_failure
11.2,3.49,0.41,94.83,66.87,40.0,261.03,37.33,1391.2,1.21,99.04,13.91,72.38,31.79,No_failure
28.87,2.0,28.7,70.01,85.85,40.0,191.68,50.5,1289.62,54.05,5.5,17.72,70.0,2.03,No_failure
17.55,2.82,40.0,95.63,50.66,-15.16,163.95,46.01,1263.64,3.64,102.23,16.04,70.0,76.18,No_failure
5.47,2.9,40.0,80.11,70.27,22.34,254.04,50.9,1650.5,0.62,22.15,16.16,78.39,62.06,No_failure
1.5,4.3,-10.34,120.39124999999999,116.51124999999999,67.2875,410.27,74.64999999999999,2202.75125,96.68,113.97,27.183749999999996,132.48,112.27,Failure
0.91,4.3,-16.43,120.39124999999999,101.08,67.11,372.82,74.64999999999999,2046.68,130.53,178.03,27.183749999999996,111.65,117.83,Failure
3.0,2.42,40.0,82.12,65.59,-18.15,70.43,49.93,1399.29,60.0,36.71,17.3,100.0,-2.32,No_failure
22.5,2.33,40.0,92.71,61.31,14.23,261.67,41.46,1800.0,16.61,0.42,13.13,70.0,-9.51,No_failure
15.97,2.01,23.93,80.74,53.33,30.24,235.08,52.84,1526.0,12.34,12.73,15.99,70.0,-1.85,No_failure
19.72,2.6,3.92,77.99,56.51,25.78,199.81,59.44,1676.89,60.0,15.59,15.76,70.0,-20.0,No_failure
40.0,1.26,-35.79,47.68125000000001,111.69,-11.31,25.69,15.530000000000012,620.4012500000002,71.57,192.84124999999997,24.72,56.48,-80.34,Failure
1.1,4.3,89.935,120.39124999999999,101.3,67.2875,368.09,74.64999999999999,2188.18,128.48,192.84124999999997,27.183749999999996,115.92,114.85,Failure
14.92,2.72,40.0,86.67,70.04,14.17,282.44,44.26,1177.78,17.87,178.69,12.55,100.0,40.0,No_failure
12.15,3.15,40.0,89.31,84.32,26.09,105.52,53.95,1602.15,60.0,43.58,20.0,86.21,61.84,No_failure
14.99,2.67,40.0,75.8,60.39,-3.06,300.0,47.29,1574.43,36.09,63.7,14.36,70.0,-40.0,No_failure
26.85,2.0,40.0,90.62,53.91,-9.08,229.46,34.92,1449.48,34.51,6.3,15.29,100.0,5.67,No_failure
13.77,3.11,40.0,70.0,58.52,3.43,230.93,47.4,1307.8,12.39,1.69,11.24,70.0,50.23,No_failure
1.68,4.3,89.935,120.39124999999999,116.51124999999999,61.91,373.07,74.64999999999999,2202.75125,92.61,192.84124999999997,27.183749999999996,140.91,104.55,Failure
24.69,3.02,40.0,76.14,66.64,12.59,158.47,35.51,1189.83,60.0,61.65,13.4,100.0,-3.14,No_failure
12.73,2.64,3.61,81.04,73.6,17.14,209.63,42.13,1618.51,13.01,4.49,18.78,70.0,30.3,No_failure
30.0,3.02,13.53,80.58,80.42,-1.73,154.82,38.06,1149.46,37.71,14.53,17.25,100.0,-24.47,No_failure
12.64,2.78,16.13,97.76,58.77,-9.69,97.3,41.7,1414.13,0.19,29.48,10.64,100.0,-1.25,No_failure
21.3,3.06,40.0,80.15,81.04,6.3,115.78,52.63,1540.8,0.11,17.74,14.11,70.0,0.72,No_failure
4.4,3.27,4.15,80.3,79.77,8.34,283.41,56.37,1503.39,41.65,59.11,10.0,100.0,-10.45,No_failure
43.15625,1.26,-43.225,47.68125000000001,105.65,-12.5,15.64,15.530000000000012,641.39,91.92,190.52,21.41,39.96,-73.94,Failure
21.86,3.15,40.0,81.1,75.12,34.39,167.43,37.27,1107.79,52.12,14.72,16.72,70.0,13.93,No_failure
7.2,3.13,3.12,73.0,61.5,-6.55,299.11,30.0,1167.65,60.0,55.08,17.28,70.0,77.4,No_failure
11.65,2.75,22.87,80.68,70.12,39.25,155.71,43.85,1589.09,13.41,15.16,11.63,100.0,-36.44,No_failure
0.22,4.3,39.08,120.39124999999999,116.07,67.2875,411.85125,74.64999999999999,2136.13,66.52,107.93,27.183749999999996,145.0,103.84,Failure
17.63,2.51,40.0,78.44,82.37,10.47,131.25,31.94,1303.72,60.0,2.78,15.06,100.0,32.81,No_failure
19.34,2.23,28.76,83.34,66.75,11.1,160.35,33.98,1567.29,13.58,2.29,15.44,87.6,1.55,No_failure
28.77,2.58,7.77,71.99,80.73,-6.41,247.68,34.19,1000.0,39.95,37.85,18.0,100.0,-1.73,No_failure
1.95,4.3,-11.31,120.38,108.71,67.2875,411.85125,74.64999999999999,2202.75125,126.39,192.84124999999997,27.183749999999996,143.83,101.85,Failure
20.64,2.51,3.4,93.44,64.96,2.57,132.9,41.81,1362.08,1.23,99.41,12.3,100.0,51.54,No_failure
0.16,4.3,89.935,120.39124999999999,114.19,66.76,411.85125,72.72,2202.75125,112.51,163.67,27.183749999999996,142.96,117.66,Failure
21.76,3.14,9.92,88.73,56.24,-5.99,245.05,34.94,1800.0,11.79,139.29,10.57,70.0,80.0,No_failure
7.36,3.5,1.01,83.4,78.6,3.32,73.97,30.0,1542.76,52.49,38.87,14.09,100.0,25.49,No_failure
0.11,4.3,-26.87,120.12,109.87,67.2875,411.85125,74.64999999999999,2202.75125,130.53,169.86,27.183749999999996,131.95,117.16,Failure
43.13,1.26,-43.225,47.68125000000001,116.51124999999999,-6.72,19.59,15.530000000000012,620.4012500000002,130.53,72.63,27.183749999999996,56.4,-58.84,Failure
19.68,2.82,25.19,91.88,62.0,17.65,139.77,46.99,1419.793976,8.26,30.09,13.5,70.0,48.54,No_failure
19.64,2.76,16.84,74.45,70.96,5.87,128.99,57.89,1278.14,11.58,35.8,12.21,100.0,44.31,No_failure
16.54,3.123787826,20.16,81.25,79.1,5.5,50.0,31.08,1324.78,6.62,46.93,16.54,70.0,66.98,No_failure
11.7,3.5,21.12,72.83,57.35,-6.9,201.94,32.1,1138.61,23.85,192.84124999999997,14.26,70.0,-2.36,No_failure
43.15625,1.26,-41.05,47.68125000000001,100.4,-9.38,17.94,15.530000000000012,629.0,130.53,129.48,21.43,55.25,-87.48,Failure
24.16,2.54,40.0,91.61,75.34,12.69,145.91,47.71,1041.97,60.0,20.73,10.0,100.0,80.0,No_failure
16.98,2.85,40.0,85.75,69.4,31.52,172.55,54.19,1751.26,3.3,5.66,20.0,100.0,-7.89,No_failure
6.9,3.5,3.55,72.65,57.14,-6.42,216.86,30.85,1135.36,20.37,3.97,19.65,70.0,-4.49,No_failure
0.96,4.3,26.21,120.39124999999999,116.51124999999999,67.2875,379.72,74.64999999999999,2198.97,119.75,192.84124999999997,27.183749999999996,145.0,95.21,Failure
22.43,2.3,21.29,94.22,61.86,-0.28,191.73,41.71,1000.0,6.04,26.96,10.57,86.22,6.02,No_failure
6.32,3.5,16.89,84.38,84.29,8.12,272.67,37.15,1174.19,15.01,107.56,12.05,70.0,-2.68,No_failure
6.97,2.76,40.0,71.8,67.88,32.94,181.38,51.41,1645.6,3.11,6.93,18.55,70.0,-14.82,No_failure
10.16,2.29,8.73,76.04,83.76,16.17,213.9,46.08,1320.79,53.06,2.84,19.18,70.0,38.99,No_failure
19.87,2.62,19.54,90.56,60.09,-14.64,192.85,30.0,1188.49,60.0,10.22,14.61,100.0,80.0,No_failure
26.77,2.37,40.0,82.47,81.03,15.1,129.25,47.27,1363.87,57.79,20.52,18.67,70.0,14.65,No_failure
15.7,2.5,40.0,80.8,75.92,28.3,128.66,50.15,1115.98,16.76,39.52,11.76,100.0,-10.53,No_failure
17.24,2.01,0.99,75.86,55.79,12.71,183.32,36.64,1205.04,60.0,142.17,13.08,70.0,-13.23,No_failure
1.44,4.3,89.935,120.39124999999999,116.51124999999999,63.99,411.85125,73.97,2202.75125,109.0,192.84124999999997,27.183749999999996,125.49,103.18,Failure
13.58,2.72,20.54,97.45,53.04,-8.67,50.0,37.54,1141.3,27.13,0.84,16.85,70.0,34.61,No_failure
18.62,3.05,40.0,91.16,90.0,0.17,292.63,41.25,1295.5,60.0,73.03,16.32,80.83,31.03,No_failure
43.15625,1.26,-39.62,47.68125000000001,102.13,-11.92,11.04,15.530000000000012,702.76,130.53,192.84124999999997,27.183749999999996,43.07,-64.13,Failure
6.93,2.3,40.0,82.5,74.16,12.64,272.38,50.33,1381.27,45.93,39.16,16.04,70.0,6.37,No_failure
24.43,3.01,40.0,88.96,51.97,-20.0,71.22,46.51,1485.13,19.6,18.72,13.39,70.0,62.22,No_failure
17.11,2.26,39.35,95.84,66.87,23.26,174.9,40.69,1547.78,1.0,4.85,15.9,100.0,-25.41,No_failure
14.98,2.27,17.68,74.43,72.04,16.42,193.4,39.0,1000.0,60.0,12.13,11.08,70.0,77.37,No_failure
23.6,2.68,40.0,89.28,65.78,29.84,179.94,36.47,1006.26,11.52,28.68,10.0,84.97,45.66,No_failure
1.78,4.3,24.52,120.39124999999999,107.84,67.2875,355.85,74.64999999999999,2202.75125,130.53,192.84124999999997,27.183749999999996,112.15,100.12,Failure
22.7,2.62,40.0,84.87,60.8,22.41,218.62,53.39,1524.36,4.02,42.9,12.38,70.0,-23.02,No_failure
10.63,2.25,1.94,89.69,71.98,5.27,154.37,51.66,1286.86,22.31,57.77,11.84,100.0,-10.81,No_failure
24.47,3.1,40.0,82.52,82.9,40.0,255.76,49.9,1251.63,13.79,33.5,13.02,70.0,47.39,No_failure
41.83,1.26,-40.29,58.66,116.51124999999999,-10.29,15.8,15.530000000000012,650.07,130.53,181.67,27.183749999999996,58.68,-55.34,Failure
39.24,1.26,-32.08,47.68125000000001,116.51124999999999,-17.62,19.51,15.530000000000012,655.53,130.53,114.26,26.95,31.29,-56.42,Failure
26.74,4.3,59.38,70.42,52.85,28.79,208.3,43.29,2202.75125,13.93,0.6,17.17,74.87,-3.13,No_failure
20.43,2.91,40.0,79.59,77.5,-19.8,195.94,48.45,1045.22,16.3,49.38,14.72,95.14,73.6,No_failure
17.6,3.48,5.35,80.9,59.58,2.47,214.41,44.01,1800.0,17.81,41.14,10.09,70.0,24.63,No_failure
42.5,1.26,-43.225,57.13,107.53,-3.9,12.54,15.530000000000012,653.65,130.53,47.21,20.52,25.0,-51.98,Failure
16.71,3.47,39.64,87.18,84.13,23.19,201.94,32.11,1399.88,3.23,35.44,16.18,70.0,1.96,No_failure
9.71,2.88,40.0,80.03,59.51,15.66,234.48,45.04,1310.86,60.0,15.49,17.29,70.0,23.79,No_failure
20.71,2.31,4.57,74.88,68.52,10.04,52.74,55.96,1258.22,37.41,41.75,14.83,70.0,80.0,No_failure
42.92,1.26,-30.85,47.68125000000001,114.95,0.22,34.18,15.530000000000012,717.66,73.3,192.84124999999997,24.78,58.53,-84.83,Failure
14.11,2.08,40.0,84.09,83.05,-17.84,234.6,30.23,1376.29,9.82,7.08,13.15,75.77,8.82,No_failure
15.95,2.64,40.0,81.73,77.09,-17.49,131.38,49.45,1163.06,40.8,58.64,10.0,100.0,-14.0,No_failure
20.64,2.31,4.34,98.84,65.35,8.94,195.45,55.43,1800.0,4.06,24.48,14.04,70.0,-9.87,No_failure
4.51,2.58,2.76,76.91,72.97,0.91,239.68,39.68,1205.87,3.78,25.44,17.07,72.39,40.93,No_failure
19.76,2.0,40.0,76.78,60.17,25.98,202.05,50.38,1800.0,6.62,104.71,15.44,96.12,52.49,No_failure
28.07,2.16,40.0,98.36,84.7,10.19,299.98,49.69,1307.85,1.44,91.29,12.68,70.0,-18.78,No_failure
18.06,3.02,9.33,76.47,87.96,-11.63,254.46,49.16,1326.78,60.0,5.22,13.32,70.0,29.44,No_failure
6.48,2.53,40.0,97.54,50.0,15.23,204.02,45.62,1322.52,37.8,98.29,16.68,100.0,39.73,No_failure
19.31,3.1,40.0,81.12,58.68,13.3,214.04,35.79,1548.68,3.8,20.53,13.59,70.0,60.42,No_failure
23.39,3.01,40.0,82.81,67.18,10.32,212.44,53.88,1046.55,48.14,6.97,16.94,70.0,10.13,No_failure
30.0,2.82,9.46,76.35,63.57,-15.56,204.24,53.41,1496.36,2.2,4.24,14.07,100.0,33.62,No_failure
16.5,3.04,25.74,93.27,52.61,-6.49,259.14,34.08,1614.56,60.0,39.09,13.18,70.0,-40.0,No_failure
40.04,1.26,-43.225,47.68125000000001,116.51124999999999,-16.37,39.74,15.530000000000012,620.4012500000002,76.45,192.84124999999997,24.37,51.21,-80.28,Failure
30.0,2.59,13.66,77.8,65.79,10.16,211.18,39.29,1243.96,37.36,87.62,16.14,98.44,33.84,No_failure
15.18,3.01,11.85,99.5,67.99,0.59,129.48,40.93,1304.13,19.29,8.69,15.73,70.0,-14.63,No_failure
5.28,3.5,40.0,88.51,70.76,2.3,173.44,48.21,1649.9,60.0,48.15,11.31,100.0,3.08,No_failure
27.72,3.4,40.0,74.46,63.14,15.92,50.0,37.52,1228.99,7.8,14.09,10.0,70.0,80.0,No_failure
16.12,2.96,40.0,82.87,50.0,16.87,225.49,38.09,1515.59,45.19,12.91,15.24,70.0,27.85,No_failure
20.9,2.0,30.02,73.1,80.45,-1.61,183.73,42.64,1321.18,11.44,12.67,18.4,70.0,-16.67,No_failure
0.17,4.3,89.935,120.39124999999999,116.51124999999999,65.5,405.92,74.64999999999999,2202.75125,75.54,192.84124999999997,27.183749999999996,121.48,102.52,Failure
30.0,2.6,39.76,75.2,81.43,-8.82,85.85,45.18,1592.01,29.55,95.5,17.31,100.0,-23.47,No_failure
29.54,3.18,40.0,74.98,51.39,1.14,188.48,44.72,1424.04,60.0,75.82,13.48,70.0,58.07,No_failure
22.82,2.47,40.0,93.14,50.0,-9.6,85.83,40.0,1000.0,60.0,11.47,15.93,100.0,63.42,No_failure
24.57,2.8,12.9,92.53,52.75,-4.26,111.29,57.35,1392.94,59.54,192.84124999999997,16.27,73.28,38.1,No_failure
0.51,4.3,7.82,120.39124999999999,115.31,67.2875,351.62,74.64999999999999,2202.75125,130.53,15.22,27.183749999999996,111.87,102.77,Failure
8.49,2.3,40.0,82.19,50.0,16.03,159.49,50.34,1800.0,4.55,42.97,15.62,100.0,27.32,No_failure
13.4,2.52,1.66,98.58,52.77,15.9,280.2,50.92,1800.0,5.77,95.55,13.2,100.0,19.24,No_failure
30.0,2.23,21.6,89.19,50.0,22.75,284.78,45.81,1111.85,60.0,29.71,14.67,70.0,29.86,No_failure
3.0,2.61,4.0,88.92,72.11,29.61,267.44,60.0,1340.02,40.38,88.81,17.81,70.0,27.2,No_failure
24.68,2.9,40.0,73.09,62.8,5.76,244.15,39.2,1137.5,22.45,20.87,14.7,76.5,-40.0,No_failure
3.0,3.29,23.05,90.64,63.84,40.0,63.62,36.35,1396.05,32.85,182.2,12.21,70.0,2.76,No_failure
22.18,2.32,26.46,70.44,66.96,31.38,247.37,37.58,1696.57,30.18,30.96,13.79,70.0,-9.46,No_failure
0.25,4.3,48.72,120.39124999999999,116.51124999999999,67.2875,411.85125,74.64999999999999,2202.75125,117.64,125.99,27.183749999999996,145.0,116.77,Failure
13.11,3.04,40.0,72.6,74.66,15.57,160.89,37.89,1207.39,32.21,8.5,13.2,70.0,28.27,No_failure
9.15,2.02,40.0,97.83,65.96,0.42,273.67,33.29,1534.59,30.6,192.84124999999997,17.21,100.0,57.09,No_failure
12.97,3.06,5.29,88.07,77.8,30.17,224.96,49.1,1428.55,1.88,13.23,13.35,70.0,-14.04,No_failure
15.49,2.71,24.61,98.65,64.1,15.79,289.53,58.01,1642.59,0.91,31.86,14.78,70.0,21.74,No_failure
